iter	RMSE
0	0.005657028575
1	0.005499498919
2	0.005346332051
3	0.005196786867
4	0.00505063429
5	0.004909554057
6	0.004778745785
7	0.004648206785
8	0.004519425396
9	0.004400777424
10	0.004280160506
11	0.00416138467
12	0.004051747025
13	0.003947410114
14	0.003853328076
15	0.003759342734
16	0.003664308713
17	0.003576456531
18	0.003490017527
19	0.003407538838
20	0.003321276414
21	0.003234785147
22	0.003157238616
23	0.00307928555
24	0.003000064771
25	0.002929858578
26	0.002856370585
27	0.002788377073
28	0.002722665619
29	0.002659209682
30	0.002598704238
31	0.002542655578
32	0.002488940747
33	0.002438069757
34	0.002382950561
35	0.002329340937
36	0.002280802258
37	0.002236503304
38	0.002197117693
39	0.002150467043
40	0.002106971188
41	0.00206631821
42	0.002029090452
43	0.001992021312
44	0.001958254091
45	0.00192268954
46	0.001889539556
47	0.00185535166
48	0.001826443729
49	0.001795764554
50	0.001767416501
51	0.001740748468
52	0.001717051299
53	0.001692835171
54	0.001669062798
55	0.001644548899
56	0.001620077958
57	0.001598801324
58	0.001574957498
59	0.001554442915
60	0.001534618797
61	0.001516791063
62	0.001498672253
63	0.001479447946
64	0.001460880267
65	0.001445273939
66	0.001431078557
67	0.001418543427
68	0.001403756597
69	0.001386940689
70	0.001374707364
71	0.001362169944
72	0.001351649273
73	0.001337733143
74	0.001325595789
75	0.001310875311
76	0.001298024613
77	0.001285746862
78	0.001277260682
79	0.001266505262
80	0.00125658584
81	0.001247057981
82	0.001237331389
83	0.001227120403
84	0.001217734255
85	0.001211150479
86	0.001202635022
87	0.0011944955
88	0.00118934395
89	0.001178698125
90	0.00117159495
91	0.001164366626
92	0.001157689532
93	0.001149276092
94	0.001143967648
95	0.001138911364
96	0.001131609963
97	0.001125800958
98	0.00111864156
99	0.001113195389
100	0.001107024925
101	0.001101659016
102	0.001096922305
103	0.001090328194
104	0.001083861984
105	0.001076064497
106	0.001071565759
107	0.00106612959
108	0.001062023313
109	0.001055958639
110	0.001050976196
111	0.001046979989
112	0.001042164537
113	0.001037722398
114	0.001033720893
115	0.001028782302
116	0.001025040625
117	0.001021339997
118	0.001014973824
119	0.001011098739
120	0.001006778635
121	0.001003427133
122	0.0009995600795
123	0.0009964512766
124	0.000991262088
125	0.0009875558868
126	0.0009836660028
127	0.0009806893864
128	0.000976636859
129	0.0009747199357
130	0.0009718682842
131	0.0009678825311
132	0.0009640804359
133	0.0009608192444
134	0.000957234631
135	0.0009539740892
136	0.000952023585
137	0.0009478221354
138	0.0009452272476
139	0.0009420316499
140	0.000939390687
141	0.0009345779393
142	0.0009321230469
143	0.000929909532
144	0.0009270988813
145	0.0009237225176
146	0.000919258925
147	0.000915472807
148	0.0009130156514
149	0.0009106925774
150	0.000905763357
151	0.0009026432378
152	0.0008998951234
153	0.0008954329773
154	0.0008930382697
155	0.0008912703904
156	0.0008893489104
157	0.0008850308214
158	0.0008823694472
159	0.000878767078
160	0.0008765616616
161	0.0008736479029
162	0.0008715879923
163	0.0008688404951
164	0.0008678378792
165	0.0008640595482
166	0.000862089618
167	0.0008585207391
168	0.0008545840801
169	0.0008515727981
170	0.0008489432175
171	0.0008472233502
172	0.0008450594453
173	0.0008428476906
174	0.0008400499941
175	0.00083712316
176	0.0008324987919
177	0.0008305125045
178	0.0008280908631
179	0.0008258859075
